lib,Genome,PE,Total_reads,Final_reads,Final_yield,Mito_frac,TSS_enrichment,FRoP
AVD_294_1_2,hg38,Single-ended,29722751,23901812,0.804,8.76e-06,1.45,0.0216
AVD_294_2,hg38,Single-ended,14967088,11856369,0.792,8.6e-06,1.33,0.0224
AVD_294,hg38,Paired-ended,29511326,20050040,0.679,9.45e-06,1.405,0.0224
AVD_295_1_2,hg38,Single-ended,36570908,28301523,0.774,0.01,1.358,0.0146
AVD_295_2,hg38,Single-ended,12002581,9185973,0.765,0.00965,1.241,0.0152
AVD_295,hg38,Paired-ended,49136654,33447714,0.681,0.0108,1.328,0.0145
AVD_296_1_2,hg38,Single-ended,59992925,45959739,0.766,0.00944,1.338,0.0155
AVD_296_2,hg38,Single-ended,16564212,12643836,0.763,0.00918,1.205,0.0162
AVD_296,hg38,Paired-ended,86857426,59026244,0.68,0.0101,1.303,0.0155
AVD_297_1_2,hg38,Single-ended,30508440,24240117,0.795,0.00562,1.357,0.0149
AVD_297_2,hg38,Single-ended,8984552,7015880,0.781,0.0055,1.231,0.0156
AVD_297,hg38,Paired-ended,43047776,30467746,0.708,0.00605,1.322,0.0148
AVD_298_1_2,hg38,Single-ended,24618158,19635233,0.798,0.00307,1.346,0.0158
AVD_298_2,hg38,Single-ended,9072152,7103388,0.783,0.00299,1.222,0.0165
AVD_298,hg38,Paired-ended,31092012,22600556,0.727,0.00332,1.317,0.0156
AVD_299,hg38,Paired-ended,26683304,21846202,0.819,3.46e-05,15.18,0.731
AVD_30,mm10,Paired-ended,85184276,65959438,0.774,0.0333,22.83,0.243
AVD_300,hg38,Paired-ended,16588346,4056826,0.245,0.000102,7.098,0.0784
AVD_301,hg38,Paired-ended,17915256,7708938,0.43,4.95e-05,20.49,0.588
AVD_302,hg38,Paired-ended,35674384,28293754,0.793,9.11e-05,11.77,0.61
AVD_303,hg38,Paired-ended,19786782,7709260,0.39,2.5e-05,17.54,0.761
AVD_304,hg38,Paired-ended,23141554,16427928,0.71,4.92e-05,1.393,0.029
AVD_305,hg38,Paired-ended,13677332,9976758,0.729,1.6e-05,1.408,0.0259
AVD_306,hg38,Paired-ended,14886082,7454540,0.501,7.02e-05,2.11,0.032
AVD_307,hg38,Paired-ended,17071256,6396566,0.375,7.47e-05,2.045,0.0323
AVD_308,hg38,Paired-ended,14096780,7136470,0.506,1.5e-05,2.283,0.0348
AVD_309,hg38,Paired-ended,14178870,4255054,0.3,4.43e-05,2.074,0.0562
AVD_31,mm10,Paired-ended,73426492,58661610,0.799,0.0244,24.14,0.271
AVD_310,hg38,Paired-ended,15823196,12088372,0.764,5.28e-05,1.77,0.0412
AVD_311,hg38,Paired-ended,29453756,22126940,0.751,0.00191,1.29,0.016
AVD_312,hg38,Paired-ended,10294424,8169114,0.794,4.34e-05,1.395,0.0126
AVD_312,hg38,Paired-ended,10269654,8207414,0.799,4.22e-05,1.401,0.0129
AVD_313,hg38,Paired-ended,3493004,2740668,0.785,0.000196,1.405,0.0137
AVD_313,hg38,Paired-ended,3490048,2769894,0.794,0.000207,1.406,0.0142
AVD_314,hg38,Paired-ended,5883428,4592078,0.781,9.64e-05,1.472,0.0111
AVD_314,hg38,Paired-ended,5878016,4626654,0.787,0.000144,1.477,0.0113
AVD_315,hg38,Paired-ended,9833766,7207954,0.733,2.31e-05,1.413,0.0128
AVD_315,hg38,Paired-ended,9814146,7222790,0.736,2.25e-05,1.428,0.0131
AVD_316,hg38,Paired-ended,6571724,5263114,0.801,1.65e-05,1.463,0.013
AVD_316,hg38,Paired-ended,6566252,5292724,0.806,1.7e-05,1.461,0.0133
